Talk_ID,Speaker,Topic,Source_Url,Video_Description,Staged_At,Video_Duration,Date_Created(mm/yyyy),Publised_On,Total_Views
413,David Holt,The joyful tradition of mountain music,http://www.ted.com/talks/view/id/413,"Folk musician and storyteller David Holt plays the banjo and shares photographs and old wisdom from the Appalachian Mountains. He also demonstrates some unusual instruments like the mouth bow -- and a surprising electric drum kit he calls ""thunderwear.""",TED2004,0:25:17,2/2004,12/7/08,13.13297685
84,James Nachtwey,My wish: Let my photographs bear witness,http://www.ted.com/talks/view/id/84,"Accepting his 2007 TED Prize, war photographer James Nachtwey shows his life's work and asks TED to help him continue telling the story with innovative, exciting uses of news photography in the digital era.",TED2007,0:21:56,3/2007,4/3/07,14.0219034
1308,Antonio Damasio,The quest to understand consciousness,http://www.ted.com/talks/view/id/1308,Every morning we wake up and regain consciousness -- that is a marvelous fact -- but what exactly is it that we regain? Neuroscientist Antonio Damasio uses this simple question to give us a glimpse into how our brains create our sense of self.,TED2011,0:18:42,3/2011,12/19/11,14.30863911
1002,Emily Pilloton,Teaching design for change,http://www.ted.com/talks/view/id/1002,"Designer Emily Pilloton moved to rural Bertie County, in North Carolina, to engage in a bold experiment of design-led community transformation. She's teaching a design-build class called Studio H that engages high schoolers' minds and bodies while bringing smart design and new opportunities to the poorest county in the state.",TEDGlobal 2010,0:16:43,7/2010,11/8/10,13.73099679
1105,Claron McFadden,Singing the primal mystery,http://www.ted.com/talks/view/id/1105,"""The human voice: mysterious, spontaneous, primal."" With these words, soprano Claron McFadden invites us to explore the mysteries of breathing and singing, as she performs the intriguing modern song ""Aria,"" by John Cage.",TEDxAmsterdam,0:10:54,11/2010,3/25/11,12.88450205
535,Al Gore,What comes after An Inconvenient Truth?,http://www.ted.com/talks/view/id/535,"At TED2009, Al Gore presents updated slides from around the globe to make the case that worrying climate trends are even worse than scientists predicted, and to make clear his stance on ""clean coal.""",TED2009,0:07:44,2/2009,5/7/09,13.54441156
803,Alan Siegel,Let's simplify legal jargon!,http://www.ted.com/talks/view/id/803,"Tax forms, credit agreements, healthcare legislation: They're crammed with gobbledygook, says Alan Siegel, and incomprehensibly long. He calls for a simple, sensible redesign -- and plain English -- to make legal paperwork intelligible to the rest of us.",TED2010,0:04:26,2/2010,3/24/10,13.66144054
400,Ursus Wehrli,Tidying up art,http://www.ted.com/talks/view/id/400,"Ursus Wehrli shares his vision for a cleaner, more organized, tidier form of art -- by deconstructing the paintings of modern masters into their component pieces, sorted by color and size.",TED2006,0:15:57,2/2006,11/13/08,14.07693592
2057,Dan Pacholke,How prisons can help inmates live meaningful lives,http://www.ted.com/talks/view/id/2057,"In the United States, the agencies that govern prisons are often called Ã¢â‚¬ËœDepartment of Corrections.â€™ And yet, their focus is on containing and controlling inmates. Dan Pacholke, Deputy Secretary for the Washington State Department of Corrections, shares a different vision: of prisons that provide humane living conditions as well as opportunities for meaningful work and learning.",TEDxMonroeCorrectionalComplex,0:10:32,3/2014,8/13/14,13.59888571
1546,Clay Shirky,How the Internet will (one day) transform government,http://www.ted.com/talks/view/id/1546,"The open-source world has learned to deal with a flood of new, oftentimes divergent, ideas using hosting services like GitHub -- so why canâ€™t governments? In this rousing talk Clay Shirky shows how democracies can take a lesson from the Internet, to be not just transparent but also to draw on the knowledge of all their citizens.",TEDGlobal 2012,0:18:32,6/2012,9/25/12,14.02973687
339,Peter Hirshberg,"The web is more than ""better TV""",http://www.ted.com/talks/view/id/339,"In this absorbing look at emerging media and tech history, Peter Hirshberg shares some crucial lessons from Silicon Valley and explains why the web is so much more than ""better TV.""",EG 2007,0:31:39,12/2007,9/4/08,12.42261043
1287,Kathryn Schulz,Don't regret regret,http://www.ted.com/talks/view/id/1287,"We're taught to try to live life without regret. But why? Using her own tattoo as an example, Kathryn Schulz makes a powerful and moving case for embracing our regrets.",TEDSalon NY2011,0:16:51,11/2011,12/2/11,14.37798796
2106,Glenn Greenwald,Why privacy matters,http://www.ted.com/talks/view/id/2106,"Glenn Greenwald was one of the first reporters to see -- and write about -- the Edward Snowden files, with their revelations about the United States' extensive surveillance of private citizens. In this searing talk, Greenwald makes the case for why you need to care about privacy, even if youâ€™re ""not doing anything you need to hide.""",TEDGlobal 2014,0:20:37,10/2014,10/10/14,14.46145659
1380,James Hansen,Why I must speak out about climate change,http://www.ted.com/talks/view/id/1380,Top climate scientist James Hansen tells the story of his involvement in the science of and debate over global climate change. In doing so he outlines the overwhelming evidence that change is happening and why that makes him deeply worried about the future.,TED2012,0:17:51,2/2012,3/7/12,14.01713707
2048,Heather Barnett,What humans can learn from semi-intelligent slime,http://www.ted.com/talks/view/id/2048,"Inspired by biological design and self-organizing systems, artist Heather Barnett co-creates with physarum polycephalum, a eukaryotic microorganism that lives in cool, moist areas. What can people learn from the semi-intelligent slime mold? Watch this talk to find out.",TEDSalon Berlin 2014,0:12:11,6/2014,7/17/14,13.73941754
362,Steven Johnson,The Web as a city,http://www.ted.com/talks/view/id/362,"Outside.in's Steven Johnson says the Web is like a city: built by many people, completely controlled by no one, intricately interconnected and yet functioning as many independent parts. While disaster strikes in one place, elsewhere, life goes on.",TED2003,0:16:30,2/2003,10/8/08,12.73172087
2029,Shaka Senghor,Why your worst deeds donâ€™t define you,http://www.ted.com/talks/view/id/2029,"In 1991, Shaka Senghor shot and killed a man. He was, he says, ""a drug dealer with a quick temper and a semi-automatic pistol."" Jailed for second degree murder, that could very well have been the end of the story. But it wasn't. Instead, it was the beginning of a years-long journey to redemption, one with humbling and sobering lessons for us all.",TED2014,0:12:00,3/2014,6/23/14,14.16675599
252,Dean Ornish,Your genes are not your fate,http://www.ted.com/talks/view/id/252,"Dean Ornish shares new research that shows how adopting healthy lifestyle habits can affect a person at a genetic level. For instance, he says, when you live healthier, eat better, exercise, and love more, your brain cells actually increase.",TED2008,0:03:12,2/2008,6/16/08,14.11530695
652,Chimamanda Ngozi Adichie,The danger of a single story,http://www.ted.com/talks/view/id/652,"Our lives, our cultures, are composed of many overlapping stories. Novelist Chimamanda Adichie tells the story of how she found her authentic cultural voice -- and warns that if we hear only a single story about another person or country, we risk a critical misunderstanding.",TEDGlobal 2009,0:18:49,7/2009,10/7/09,16.33072856
1421,Atul Gawande,How do we heal medicine?,http://www.ted.com/talks/view/id/1421,"Our medical systems are broken. Doctors are capable of extraordinary (and expensive) treatments, but they are losing their core focus: actually treating people. Doctor and writer Atul Gawande suggests we take a step back and look at new ways to do medicine -- with fewer cowboys and more pit crews.",TED2012,0:19:19,2/2012,4/16/12,14.29986756
1385,Greg Gage,The cockroach beatbox,http://www.ted.com/talks/view/id/1385,"By dissecting a cockroach ... yes, live on stage ... TED Fellow and neuroscientist Greg Gage shows how brains receive and deliver electric impulses -- and how legs can respond. This talk comes from the TED-Ed project.",TED-Ed,0:06:16,11/2011,3/12/12,12.60779409
1253,Richard Wilkinson,How economic inequality harms societies,http://www.ted.com/talks/view/id/1253,"We feel instinctively that societies with huge income gaps are somehow going wrong. Richard Wilkinson charts the hard data on economic inequality, and shows what gets worse when rich and poor are too far apart: real effects on health, lifespan, even such basic values as trust.",TEDGlobal 2011,0:16:54,7/2011,10/24/11,14.70718764
1666,Shabana Basij-Rasikh,Dare to educate Afghan girls,http://www.ted.com/talks/view/id/1666,"Imagine a country where girls must sneak out to go to school, with deadly consequences if they get caught learning. This was Afghanistan under the Taliban, and traces of that danger remain today. 22-year-old Shabana Basij-Rasikh runs a school for girls in Afghanistan. She celebrates the power of a family's decision to believe in their daughters -- and tells the story of one brave father who stood up to local threats.",TEDxWomen 2012,0:09:36,11/2012,2/11/13,13.73083899
1674,Michael Dickinson,How a fly flies,http://www.ted.com/talks/view/id/1674,"An insect's ability to fly is one of the greatest feats of evolution. Michael Dickinson looks at how a fruit fly takes flight with such delicate wings, thanks to a clever flapping motion and flight muscles that are both powerful and nimble. But the secret ingredient: the incredible fly brain.",TEDxCaltech,0:15:55,1/2013,2/22/13,14.22247321
1328,Mikko Hypponen,Three types of online attack,http://www.ted.com/talks/view/id/1328,"Cybercrime expert Mikko Hypponen talks us through three types of online attack on our privacy and data -- and only two are considered crimes. ""Do we blindly trust any future government? Because any right we give away, we give away for good.""",TEDxBrussels,0:09:23,11/2011,1/18/12,13.76438146
